Screen,Slug
Language,language
login,email
login,password
login,show_password
login,hide_password
login,login
login,signup
login,info_text
login,not_registered_text
login,forgot_passowrd_text
login,went_wrong_text
login,login_text
login,signup_text
login,enter_email_text
signup,email
signup,code
signup,mobile
signup,firstname
signup,lastname
signup,password
signup,termsandcondition
signup,clear
signup,signup
signup,backtologin
forgot,email
forgot,forgot
cmrdashboard,deals
cmrdashboard,eventer
cmrdashboard,hanging
cmrdashboard,mynet
cmrdashboard,nter
cmrdashboard,payment
cmrdashboard,report
cmrdashboard,schedule
floatingbutton,addinhouse
floatingbutton,addevent
floatingbutton,addtask
floatingbutton,addondemand
floatingbutton,addwalkin
bspfloatingbutton,addbranch
bspfloatingbutton,addemployee
bspfloatingbutton,addinvoice
bspfloatingbutton,addfollowup
maindrawer,bsp_dashboard
maindrawer,cmr_dashboard
maindrawer,setting
maindrawer,BusinessServiceProvider
maindrawer,switchtobsp
maindrawer,Notification
maindrawer,TUDO
maindrawer,termsandcondition
maindrawer,contactus
maindrawer,signout
maindrawer,tryagain_txt
maindrawer,coming_soon_txt
addemployee,branch
addemployee,dob
addemployee,roleofmployee
addemployee,rolename
addemployee,vehicleid
addemployee,service
addemployee,employeetype
addemployee,workshift
addemployee,payscale
addemployee,annulabsencehours
addemployee,select_service_error
addbranch,legalbusinessname
addbranch,branchphone
addbranch,licenseno
addbranch,establishedyear
addbranch,expirydate
addbranch,profilepicture
addbranch,licensepicture
bspSignup,legalbusinessname
bspSignup,alternatephone
bspSignup,establishedyear
bspSignup,numberofemployees
bspSignup,businesslegaladdress
bspSignup,legalbusinesscheck
bspSignup,errortext
bspSignup,title_business
bspSignup,title_branch
bspSignup,update
bspSignup,next
bspSignup,branch_legal_name
bspSignup,code
bspSignup,branch_phone_number
bspSignup,branch_established_year
bspSignup,employee_in_branch
bspSignup,branch_legal_address
bspSignup,select_personal_identity_type
bspSignup,select_branch_type
bspSignup,branch_type
bspSignup,business_type
bspSignup,address_suggest_text
bspSignup,branch_update_success
bspSignup,branch_established_years
bspSignup,address_error_text_1
bspSignup,address_error_text_2
bsplicensedsignupterms,selectcheck
bsplicensedsignupterms,customervisitcheck
bsplicensedsignupterms,customervisithelp
bsplicensedsignupterms,businesscheck
bsplicensedsignupterms,businesscheckhelp
bsplicensedsignupterms,businessprovidecheck
bsplicensedsignupterms,businessprovidehelp
bsplicensedsignupterms,CustomerWalkIn
bsplicensedsignupterms,CustomerInHome
bsplicensedsignupterms,BusinessOnDemand
unlicensedsignup,infromationislegitmate
unlicensedsignup,identificationtype1
unlicensedsignup,documentnumber1
unlicensedsignup,issuingauthority1
unlicensedsignup,identificationtype2
unlicensedsignup,documentnumber2
unlicensedsignup,issuingauthority2
unlicensedsignup,informationislegitmate
unlicensedsignup,business_title
unlicensedsignup,identity_document_number
unlicensedsignup,identification_expiry_date
unlicensedsignup,unlicensed_update_succ_text
licensedsignup,licenseissuingauthoritytype
licensedsignup,businesslicenseno
licensedsignup,legalbusinesscheck
licensedsignup,labeluploadlicenpicture
licensedsignup,licenseissuingauthority
licensedsignup,branch_title
licensedsignup,bsp_title
licensedsignup,document_required_text
licensedsignup,document_required_desc
licensedsignup,choose_an_image
licensedsignup,gallery
licensedsignup,camera
licensedsignup,licensed_update_succ_text
licensedsignup,branchlicenseno
licensedsignup,license_expiry_date
businessprofile,agreeandaccept
businessprofile,uploadprofilepicture
businessprofile,accepttudo
businessprofile,labeluploadlicenpicture
businessprofile,branch_title
businessprofile,business_title
businessprofile,branch_is
businessprofile,business_is
businessprofile,write_branch_profile
businessprofile,write_business_profile
businessprofile,other
businessprofile,explain_if_other_text
businessprofile,please_enter_branch_details
businessprofile,please_enter_business_details
businessprofile,note
businessprofile,insured_text
businessprofile,surety_text
businessprofile,branch_update_succ_text
businessprofile,upload_upto_5_text
select_service_page,title
select_service_page,no_service_type
select_service_page,please_select_one_service_desc
select_service_page,labeluploadlicenpicture
select_service_page,licenseissuingauthority
select_service_page,branch_title
select_service_page,bsp_title
select_service_page,in_home_text
language,
reset,newpass
reset,confirmpass
holidays,module
holidays,createHoliday
holidays,updateHoliday
holidays,title
holidays,discrption
holidays,dishint
holidays,duration
holidays,todate
holidays,fromdate
holidays,totime
holidays,fromtime
holidays,ishalf
holidays,save
holidays,update
holidays,delete
holidays,close
holidays,confDelete
holidays,updateMessage
holidays,createMessage
holidays,deleteHoliday
holidays,hitToDate
holidays,hitfromdate
holidays,hitToTime
holidays,hitFromTime
holidays,errTitle
holidays,errDis
holidays,errToDate
holidays,errToDate1
holidays,errFromDate
holidays,errToTime
holidays,errFromTime
holidays,errToTime2
holidays,allholi
holidays,noholi
holidays,noholiist
addwalkin,servicedate
addwalkin,flexibleme
addwalkin,selectaddress
addwalkin,uploadpicture
button,clear
button,next
button,search
shift_schedule,module
shift_schedule,begintime
shift_schedule,endtime
shift_schedule,title
shift_schedule,save
shift_schedule,namedis
shift_schedule,update
shift_schedule,offday
shift_schedule,delete
shift_schedule,default
shift_schedule,nameORdis
shift_schedule,close
shift_schedule,err1
shift_schedule,err2
shift_schedule,err3
shift_schedule,err4
shift_schedule,err5
shift_schedule,err6
shift_schedule,err7
shift_schedule,err8
shift_schedule,err9
shift_schedule,enter_shift_go_ahead
shift_schedule,shift_time
shift_schedule,shift_breaks
shift_schedule,shift_txt
shift_schedule,business_hours_for
bsp_scheduled,module
,filter_title
payments,
status,pending
status,waiting
status,ignored
status,rejected
status,confirmed
status,started_heading
status,started_working
status,completed
status,invoiced
status,paid
status,closed
status,finalized
status,cancelled
status,scheduled
status,onway
status,onboard
status,invoice
status,close
status,accept_reject
status,bids
status,disputes
status,overdues
status,payments
status,jobs
status,dues
invoice,title
invoice,total_amt
invoice,send_invoice
invoice,add_tax
invoice,add_tax_succ
invoice,add_chrg
invoice,add_chrg_succ
invoice,add_discount
invoice,add_discount_succ
invoice,add_comment
invoice,add_comment_succ
invoice,send_conf
invoice,send_tax_conf
invoice,send_succ
invoice,red_dis
invoice,red_resone_title
invoice,red_resone_label
invoice,red_resone_error
invoice,pay
invoice,submit
invoice,cancel
invoice,tax_title
invoice,tax_error
invoice,tax_select_amt
invoice,tax_in_per
invoice,tax_dis_title
invoice,tax_per
invoice,disc_per
invoice,max_allow
invoice,dis_title
invoice,dis_error
invoice,dis_select_amt
invoice,dis_in_per
invoice,dis_dis_title
add_card_details,card_number
add_card_details,card_holder_name
add_card_details,card_expiry_date
add_card_details,card_cvv
add_card_details,card_expiry_date_hint
add_card_details,card_holder_name_hint
add_card_details,card_submit_button
add_card_details,add_card_details_title
add_card_details,add_card_success_dialog_desc
add_card_details,add_card_success_status
add_card_details,add_card_okay
select_payment_option_screen,select_payment_option_title
select_payment_option_screen,payable_amount
select_payment_option_screen,choose_credit_card_title
select_payment_option_screen,add_new_debit_card_button_text
select_payment_option_screen,no_card_added
select_payment_option_screen,transaction_success_title
select_payment_option_screen,transaction_sucssess_desc
select_payment_option_screen,submit
select_payment_option_screen,tudo_pass_hint
select_payment_option_screen,tudo_pass_label
select_payment_option_screen,select_card_error_desc
select_payment_option_screen,enter_tudo_pass_title
select_payment_option_screen,delete_card_question
select_payment_option_screen,credit_card_delete_success
select_payment_option_screen,default_method_ques
select_payment_option_screen,default_success
select_payment_option_screen,long_press_desc
select_payment_option_screen,expired_text
select_payment_option_screen,pay_text
select_payment_option_screen,my_wallet_text
select_payment_option_screen,or_text
select_payment_option_screen,alternative_payments
select_payment_option_screen,credt_card_number
select_payment_option_screen,card_holder_name
select_payment_option_screen,valid_thru
select_payment_option_screen,success_purchase
select_payment_option_screen,able_to_create_promotion
select_payment_option_screen,amount_due
select_payment_option_screen,cash_paid_in
select_payment_option_screen,enter_cash_amount
select_payment_option_screen,please_enter_cash_amt
select_payment_option_screen,amount_should_greater_payable
select_payment_option_screen,collected_cash
select_payment_option_screen,pay_proceed
select_payment_option_screen,payment_cash_request
create_braintree_account_screen,title
create_braintree_account_screen,company_name
create_braintree_account_screen,contact_number
create_braintree_account_screen,contact_number_hint
create_braintree_account_screen,cmr_terms_condition_text
create_braintree_account_screen,success_dialog_title
create_braintree_account_screen,success_desc
create_braintree_account_screen,okay_text
create_braintree_account_screen,paypal_seller_account_success
create_braintree_account_screen,paypal_method_success
create_braintree_account_screen,payout_account_create_success
tip_screen,tip_title
tip_screen,tip_to_bsp
tip_screen,tip_to_bsp_desc
tip_screen,donate_desc
tip_screen,discount_per_label
tip_screen,discount_per_hint
tip_screen,invoiceAmt_text
tip_screen,tipAmt_text
tip_screen,pay_txt
tip_screen,tudo_garuntee
tip_screen,add_tudo_pro_plan
tip_screen,invoice_amt
tip_screen,booking_fee_text
tip_screen,gratutity_text
payment_success_screen,payment_success_text
payment_success_screen,sent_to_text
payment_success_screen,inovice_no_text
payment_success_screen,back_to_home_button
payment_success_screen,something_wrong_text
payment_success_screen,question_text
payment_success_screen,yes_text
payment_success_screen,no_text
bsp_review_screen,title
bsp_review_screen,rating_error
bsp_review_screen,post_positive
bsp_review_screen,post_improvements
bsp_review_screen,post_positive_desc
bsp_review_screen,post_improvements_desc
bsp_review_screen,submit_button
bsp_review_screen,thanks_text
bsp_review_screen,close
bsp_review_screen,field_required_text
bsp_review_screen,we_recommended_text_cmr
bsp_review_screen,we_recommended_text_bsp
bsp_review_screen,thanks_review_txt
create_hyperwallet_user,title
create_hyperwallet_user,select_birth_country
create_hyperwallet_user,country_of_birth
create_hyperwallet_user,select_nationality
create_hyperwallet_user,country_of_nationality
create_hyperwallet_user,select_profile_type
create_hyperwallet_user,enter_valid_date
create_hyperwallet_user,date_of_birth
create_hyperwallet_user,business_name
create_hyperwallet_user,select_gender
create_hyperwallet_user,select_business_type
create_hyperwallet_user,select_business_role
create_hyperwallet_user,business_operating_name
create_hyperwallet_user,business_registration_id
create_hyperwallet_user,choose_address_from_map
create_hyperwallet_user,address_line1
create_hyperwallet_user,address_required
create_hyperwallet_user,city
create_hyperwallet_user,city_required
create_hyperwallet_user,state
create_hyperwallet_user,state_required
create_hyperwallet_user,country
create_hyperwallet_user,pincode
create_hyperwallet_user,business_Address_details
create_hyperwallet_user,business_address_line1
create_hyperwallet_user,business_address_required
create_hyperwallet_user,business_city
create_hyperwallet_user,business_city_required
create_hyperwallet_user,business_state
create_hyperwallet_user,business_state_required
create_hyperwallet_user,business_country
create_hyperwallet_user,business_pincode
create_hyperwallet_user,checkbox_text
create_hyperwallet_user,submit
create_hyperwallet_user,hyperwallet_success_text
create_hyperwallet_user,paypal_email_id
create_hyperwallet_user,paypal_email_id_hint
create_hyperwallet_user,email_desc
create_hyperwallet_user,age_desc
create_hyperwallet_user,contact_role_type
create_hyperwallet_user,business_type_text
create_hyperwallet_user,birth_country_text
create_hyperwallet_user,nationality_country
create_hyperwallet_user,address_type_text
create_hyperwallet_user,gender_type_text
create_hyperwallet_user,repeat_paypal_text
create_hyperwallet_user,repeat_paypal_validate_text
create_hyperwallet_user,confirm_paypal_id
create_hyperwallet_user,confirm_paypal_validate
hyperwallet_recievable_screen,title
hyperwallet_recievable_screen,no_methods_text
hyperwallet_recievable_screen,currency_type
hyperwallet_recievable_screen,debit_cards
hyperwallet_recievable_screen,bank_accounts
hyperwallet_recievable_screen,wire_accounts
hyperwallet_recievable_screen,default_question_text
hyperwallet_recievable_screen,default_transfer_success
add_transfer_method_page_screen,title
add_transfer_method_page_screen,submit
add_transfer_method_page_screen,loading
add_transfer_method_page_screen,make_default
add_transfer_method_page_screen,country_currency_code
add_transfer_method_page_screen,choose_currency_code
add_transfer_method_page_screen,select_country_currency
add_transfer_method_page_screen,transfer_method_type
add_transfer_method_page_screen,select_transfer_method_type
add_transfer_method_page_screen,payment_method
add_transfer_method_page_screen,country_txt
add_transfer_method_page_screen,choose_country_txt
business_setting_screen,block_hold_success
business_setting_screen,auto_schedule_success
business_setting_screen,bloc_hold_off_ques
business_setting_screen,bloc_hold_on_ques
business_setting_screen,auto_schedule_off_ques
business_setting_screen,auto_schedule_on_ques
business_setting_screen,title
business_setting_screen,business_profile_overview
business_setting_screen,business_country_specific
business_setting_screen,bloc_hold_future_appointments
business_setting_screen,auto_schedule
business_setting_screen,business_service_radius
business_setting_screen,business_service_duration
business_setting_screen,my_wallet
business_setting_screen,my_recievables
business_setting_screen,business_sales_taxe_rate
business_setting_screen,business_vehicles
business_setting_screen,business_insaurance
business_setting_screen,employee_center
business_setting_screen,business_branches
business_setting_screen,license_and_usage_statistics
business_setting_screen,invoice_allowance_limits
business_setting_screen,business_rate_card
business_setting_screen,business_shift_schedule
business_setting_screen,business_holiday_calendar
business_setting_screen,business_service_estimates
business_setting_screen,license_usage_statistics
business_setting_screen,subscription_text
business_setting_screen,skip_text
business_setting_screen,skip_desc
business_setting_screen,business_setup
business_profile_overview_screen,title
business_profile_overview_screen,business_owner_details
business_profile_overview_screen,user_name
business_profile_overview_screen,email
business_profile_overview_screen,phone
business_profile_overview_screen,country
business_profile_overview_screen,business_details
business_profile_overview_screen,business_name
business_profile_overview_screen,business_phone
business_profile_overview_screen,business_established_year
business_profile_overview_screen,number_employees
business_profile_overview_screen,business_license_details
business_profile_overview_screen,business_license_number
business_profile_overview_screen,license_issuing_authority
business_profile_overview_screen,uploaded_business_license_pictures
business_profile_overview_screen,business_profile_details
business_profile_overview_screen,business_profile_text
business_profile_overview_screen,uploaded_business_profile_pictures
business_profile_overview_screen,business_Service_details
business_profile_overview_screen,selected_business_services
business_profile_overview_screen,business_profile_expiry_date
business_profile_overview_screen,business_type
business_profile_overview_screen,branch_country
business_details_page_screen,business_profile_details
business_details_page_screen,business_profile_text
business_details_page_screen,uploaded_business_profile_pictures
business_details_page_screen,branch_title
business_details_page_screen,business_title
business_details_page_screen,done
business_details_page_screen,thanks_text_desc
business_details_page_screen,business_unlicense_details
business_details_page_screen,personal_identity_1
business_details_page_screen,personal_id_number
business_details_page_screen,expiry_date
business_details_page_screen,personal_identity_type_1
business_details_page_screen,uploaded_identification_image_1
business_details_page_screen,personal_identity_2
business_details_page_screen,personal_identity_type_2
business_details_page_screen,uploaded_identification_image_2
business_details_page_screen,selected_consents
business_details_page_screen,custom_issuing_authority_text
business_details_page_screen,selected_services
invoice_allowance_limits_screen,title
invoice_allowance_limits_screen,update
invoice_allowance_limits_screen,invoice_allowance_confirm
invoice_allowance_limits_screen,header_title
invoice_allowance_limits_screen,invoice_allowance_success
invoice_allowance_limits_screen,default
invoice_allowance_limits_screen,max_allowed_tax
invoice_allowance_limits_screen,Max_allowed_discount
invoice_allowance_limits_screen,max_invoice_adjust_count
invoice_allowance_limits_screen,allow_bsp_discount
invoice_allowance_limits_screen,allow_bsp_tax
invoice_allowance_limits_screen,change_discount_ques
invoice_allowance_limits_screen,change_tax_ques
invoice_allowance_limits_screen,discount_settings_success
invoice_allowance_limits_screen,tax_settings_success
business_service_radius_screen,title
business_service_radius_screen,update_confirm_text
business_service_radius_screen,update_success_text
business_service_radius_screen,default_confirm_text
business_service_radius_screen,same_radius_question_text
business_service_radius_screen,no_service_available
business_service_radius_screen,branch_setup_success
business_service_radius_screen,thanks_text
business_service_radius_screen,finish_text
business_expected_duration_screen,title
business_expected_duration_screen,same_duration_question
business_expected_duration_screen,home_service_label
business_expected_duration_screen,walk_in_label
business_expected_duration_screen,on_demand_label
business_expected_duration_screen,include_travel_text
business_expected_duration_screen,schedule_update_success_text
business_expected_duration_screen,schedule_default_question_text
business_expected_duration_screen,schedule_update_question_text
business_expected_duration_screen,something_wrong_server
business_rate_card_screen,title
business_rate_card_screen,default_confirm_text
business_rate_card_screen,update_confirm_text
business_rate_card_screen,update_suceess_text
business_rate_card_screen,fill_proper_text
business_rate_card_screen,common_price_text
business_rate_card_screen,fixed_rate_label
business_rate_card_screen,hourly_rate_label
business_rate_card_screen,price_in
business_rate_card_screen,enter_price_in
business_sales_tax_rate_screen,title
business_sales_tax_rate_screen,sales_tax_rate_label
business_sales_tax_rate_screen,tax_line_description
business_sales_tax_rate_screen,tax_rate_text
business_sales_tax_rate_screen,common_tax_rate_question
business_sales_tax_rate_screen,tax_before_discount
business_sales_tax_rate_screen,select_tax_authority
business_sales_tax_rate_screen,national_business_tax_text
business_sales_tax_rate_screen,regional_business_tax_text
business_sales_tax_rate_screen,update
business_sales_tax_rate_screen,please_fill_value_text
business_sales_tax_rate_screen,businesss_sales_tax_rate_update_confirm
business_sales_tax_rate_screen,businesss_sales_tax_rate_success
business_sales_tax_rate_screen,businesss_sales_tax_rate_default_confirm
business_sales_tax_rate_screen,tax_rate
business_sales_tax_rate_screen,should_be_in_range
business_sales_tax_rate_screen,fiscal_year_text
business_sales_tax_rate_screen,business_fiscal_year_text
business_sales_tax_rate_screen,tax_calculated_age
business_sales_tax_rate_screen,equal_tax_all_service
business_service_estimates_screen,title
business_service_estimates_screen,hrs_text
business_service_estimates_screen,save_confirm_text
business_service_estimates_screen,save_suceess_text
business_service_estimates_screen,fill_proper_text
business_service_estimates_screen,multiplier_factor_text
business_service_estimates_screen,note_text
business_service_estimates_screen,mins_text
business_service_estimates_screen,travel_communicate_text
business_service_estimates_screen,save
business_service_estimates_screen,hr_text
personal_details_Screen,title
personal_details_Screen,phone_no
personal_details_Screen,country_code
personal_details_Screen,code
personal_details_Screen,address_mandatory
personal_details_Screen,address
personal_details_Screen,select_country
personal_details_Screen,choose_country
personal_details_Screen,gender
personal_details_Screen,update_success_text
personal_details_Screen,error
personal_details_Screen,select_field_error_text
personal_details_Screen,okay
personal_details_Screen,country
personal_identification_screen,title
personal_identification_screen,no_idnetification_available
personal_identification_screen,identification_type
personal_identification_screen,identification_name
personal_identification_screen,identification_number
personal_identification_screen,exp_date
personal_identification_screen,perosnal_identity_2
personal_identification_screen,perosnal_identity_1
add_personal_identification_screen,title
add_personal_identification_screen,update_identification
add_personal_identification_screen,document_number_2
add_personal_identification_screen,update_success
add_personal_identification_screen,create_success
add_personal_identification_screen,document_number_1
add_personal_identification_screen,photo_identity_1_exp_date
add_personal_identification_screen,photo_identity_2_exp_date
add_personal_identification_screen,perosnal_identity_1_pictures
add_personal_identification_screen,perosnal_identity_2_pictures
add_personal_identification_screen,please_select_2_document
add_personal_identification_screen,terms
education_and_qualification,title
education_and_qualification,no_education_text
education_and_qualification,from
education_and_qualification,to
education_and_qualification,institution_country
add_education_and_qualification,title
add_education_and_qualification,add_success
add_education_and_qualification,update_success
add_education_and_qualification,update_title
education_and_qualification_info,title
education_and_qualification_info,qualification_type
education_and_qualification_info,qualification
education_and_qualification_info,qualification_number
education_and_qualification_info,qualification_field
education_and_qualification_info,qualification_exp_date
education_and_qualification_info,from_date
education_and_qualification_info,end_date
education_and_qualification_info,institution_name
education_and_qualification_info,country
education_and_qualification_info,additional_details
education_and_qualification_info,uploaded_images_certificates
education_and_qualification_info,delete_confirm
education_and_qualification_info,delete_success
work_experience_list,title
work_experience_list,no_exp_added_text
work_experience_list,exp_type
work_experience_list,emp_type
work_experience_list,organization_name
work_experience_list,job_role
work_experience_list,contact_person_name
work_experience_list,current
work_experience_list,from_date
work_experience_list,end_date
work_experience_list,city_country
add_work_experience,title
add_work_experience,update_title
add_work_experience,exp_added_success
add_work_experience,exp_update_success
work_experience_info,title
work_experience_info,experience
work_experience_info,refer_person_name
work_experience_info,refer_person_number
work_experience_info,refer_person_email
work_experience_info,exp_delete_que
work_experience_info,exp_delete_success
insurance_list,title
insurance_list,no_insurance_added_text
insurance_list,agent_name
add_insurance,title
add_insurance,update_title
add_insurance,insurance_added_success
add_insurance,insurance_update_success
insurance_info,title
insurance_info,insurance_policy_type
insurance_info,policy_name
insurance_info,insurance_company
insurance_info,insurance_policy_number
insurance_info,from_date
insurance_info,end_date
insurance_info,policy_value
insurance_info,agent_name
insurance_info,agent_mobile_number
insurance_info,agent_email_id
insurance_info,additional_information
insurance_info,uploaded_images_policies
insurance_info,delete_insurance_confirm
insurance_info,delete_inusrance_success_text
vehicle_list,title
vehicle_list,no_vehicles_added_text
add_vehicles,title
add_vehicles,update_title
add_vehicles,vehicles_added_success
add_vehicles,vehicles_update_success
vehicle_info,title
vehicle_info,vehicle_model
vehicle_info,vehicle_make
vehicle_info,vehicle_type_name
vehicle_info,vehicle_type_id
vehicle_info,vehicle_identification_number
vehicle_info,vehicle_register_number
vehicle_info,vehicle_paint_color
vehicle_info,vehicle_type
vehicle_info,vehicle_modal_year
vehicle_info,permit1
vehicle_info,expiry_date
vehicle_info,permit2
vehicle_info,permit3
vehicle_info,additional_information
vehicle_info,uploaded_images
vehicle_info,delete_confirm
vehicle_info,delete_success_text
vehicle_info,not_defined_txt
cmr_drawer,logout_confirm
cmr_drawer,yes
cmr_drawer,no
cmr_drawer,logout_failed
cmr_drawer,error
cmr_drawer,tudo_text
cmr_drawer,about_tudo
cmr_drawer,contact_tudo
cmr_drawer,refer_tudo
cmr_drawer,tudo_legal
cmr_drawer,tudo_help
cmr_drawer,my_profile
cmr_drawer,my_indentification
cmr_drawer,education_quali
cmr_drawer,work_experience
cmr_drawer,my_address
cmr_drawer,my_wallet
cmr_drawer,my_insurance
cmr_drawer,my_vehicles
cmr_drawer,my_family
cmr_drawer,themes
cmr_drawer,my_prefernces
cmr_drawer,logout_text
cmr_drawer,provide_feedback
cmr_drawer,terms_of_use
cmr_drawer,privacy_notice
cmr_drawer,mail_subject
cmr_drawer,mail_body
cmr_drawer,demo_txt
cmr_drawer,are_you_sure_to_delete
identity_screen,identity_number
identity_screen,identity_name
identity_screen,identity_exp_Date
identity_screen,enter_valid_date
identity_screen,select_identity_type
identity_screen,knodledge_desc
identity_screen,at_least_2_docs
identity_screen,upload_pictures
experience_screen,work_exp_type
experience_screen,work_exp
experience_screen,enter_name
experience_screen,name_of_oraga
experience_screen,enter_city
experience_screen,city_of_organization
experience_screen,enter_role_with_organization
experience_screen,role_with_organization
experience_screen,currently_question
experience_screen,begin_date
experience_screen,end_date
experience_screen,person_name
experience_screen,reference_person_name
experience_screen,refer_person_email
experience_screen,contact_per_email
experience_screen,elaborate_job
experience_screen,additional_info
experience_screen,country_is_required
experience_screen,country
experience_screen,code
experience_screen,country_code
experience_screen,contact_person_number
experience_screen,refer_person_phone_number
conditions_policies,i_have_read
conditions_policies,tudo_terms_use
conditions_policies,and_text
conditions_policies,privacy_policies
conditions_policies,must_accept_terms_to_continue
conditions_policies,brainree_terms_of_use
conditions_policies,agree_back_verification
conditions_policies,hyperwallet_terms
conditions_policies,licensed_terms_text
conditions_policies,unlicensed_terms_text
conditions_policies,owner_business_text
sign_up_screen,enter_first_name
sign_up_screen,first_name
sign_up_screen,enter_last_name
sign_up_screen,last_name
sign_up_screen,enter_your_password
sign_up_screen,error_text
sign_up_screen,okay_text
sign_up_screen,signup_failed
sign_up_screen,tudo_sign_up
sign_up_screen,back_to_login
otp_verify_screen,time_is_expired
otp_verify_screen,your_time_desc
