"id","name","service_group_id","service_type_id","service_status_id","inserted_at","updated_at"
248,South Indian,2,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
249,Toeing Service,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
250,Ding and dent repair,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
251,Tune-up and general repairs,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
253,Wash and detailing,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
254,Transmission repair and rebuild,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
255,Parts and Accessories,21,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
256,Window tinting,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
257,Glass  and door repair,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
260,Battery Service,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
261,Battery Service,3,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
262,Personnel fitness trainer,4,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
263,Group training class,4,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
265,Animal breeder,1,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
266,Animal training,1,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
267,Pet transportation and delivery,1,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
268,Pet boarding and sitting,1,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
269,Pet equipment,1,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
270,Pet ambulance,1,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
271,Dog walking,1,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
272,Pet boarding and sitting,1,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
274,Animal training,1,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
275,Pet transportation and delivery,1,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
276,Pet food and supplies,1,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
277,Pet food and supplies,1,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
278,Local delicacies,2,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
279,Local delicacies,2,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
280,Home made delicacies,2,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
281,Vegan only,2,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
282,Vegan only,2,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
283,Vegetarian only,2,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
284,Vegetarian only,2,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
285,Pescatarian only,2,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
286,Pescatarian only,2,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
287,Halal only (Non-Vegetarian),2,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
288,Halal only (Non-Vegetarian),2,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
289,Jhatka only (Non-Vegetarian),2,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
290,Jhatka only (Non-Vegetarian),2,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
291,Upholstery repair,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
292,Upholstery repair,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
293,Muffler and exhaust repair,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
294,"Lights, electrical and electronics repair",3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
295,"Lights, electrical and electronics repair",3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
297,Heavy and special equipment repair,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
298,Hydraulic system repair,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
299,"Wheel, steering and suspension repair",3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
300,Truck and diesel vehicle repair,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
301,Alternate fuel vehicle repair,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
302,Special vehicle repair,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
303,Vintage vehicle repair and restoration,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
304,Earth mover and crane repair,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
305,Engine repair and rebuild,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
306,Used vehicle and equipment sale,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
307,Vassal and ship repair,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
308,ATV and UTV vehicle repair,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
309,Form equipment repair,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
310,Lawnmower and outdoor equipment repair,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
311,Pickle and spices of India,2,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
312,Pickle and spices of India,2,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
313,Home made delicacies,2,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
314,Fast food,2,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
315,Fast food,2,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
316,Collision center,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
317,Radiator and cooling system repair,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
318,Brake system service,3,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
319,Oil and maintenance service,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
320,Brake system service,3,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
321,Nutritional counselling,4,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
322,Nutritional counselling,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
323,Weight loss counselling,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
324,Weight loss counselling,4,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
325,Body sculpt,4,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
326,Body sculpt,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
327,Kids martial arts training,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
328,Adult Martial arts training,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
329,Fitness boot camp,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
330,"Taekwondo training ",4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
331,Karate training,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
332,Kickboxing training,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
333,Jiu-Jitsu training,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
334,Muay Thai training,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
335,Wrestling training,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
336,Spin class,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
337,Pilates class,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
338,Buts and guts class,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
339,Jumba class,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
340,U-jam class,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
341,Circuit class,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
342,HIIT class,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
343,Power core yoga class,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
344,Total tone class,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
345,RIPPED class,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
346,Senior core and mobility,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
347,Abs and sports mobility,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
348,Piloxing combo class,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
349,Power dance class,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
350,Senior strength class,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
351,360 Total body toning,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
353,Swimming lessons,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
354,Marathon training,4,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
358,Document writing and Proof reading,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
364,Business Accounting service,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
365,Tax advisory and Filing service,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
366,Paralegal and Legal Assistant service,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
367,Personal Insurance and Retirement,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
368,Design and Drafting service,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
369,Logistics and Supply Chain,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
370,Healthcare Claim processing,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
371,Sales and Purchase Orders fulfillment,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
372,"HR, Risk, Compliance support",5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
373,Business and Computer Assistance,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
374,Home/ Real Estate Appraisal,5,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
375,Home/ Real Estate Inspection,5,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
376,Pickup and Delivery,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
377,Estate Planning,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
378,Estate Planning,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
379,Family Law,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
380,Family Law,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
381,Child Custody,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
382,Small Claims,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
383,Small Claims,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
384,Divorce,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
385,Divorce,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
386,Probate,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
387,Probate,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
388,Child Support,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
389,Auto accidents,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
390,Auto accidents,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
391,Commercial Real Estate,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
392,Landlord and Tenant,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
393,Bankruptcy,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
394,Civil rights,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
395,Aviation accidents,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
396,Asylum,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
397,Consumer Protection,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
398,Criminal Defense,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
399,Debt Settlement,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
400,Deportation,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
401,DUI and DWI,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
402,Startup and Fundraising,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
403,Debt Settlement,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
404,Employment,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
405,Environmental Law,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
355,Business Consulting,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
356,Immigration service,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
357,Hiring and Staffing service,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
359,Property management service,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
360,Income Tax service,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
361,Sales Tax service,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
363,Financial Audit service,5,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
406,Residential Real Estate,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
407,Expungement,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
408,Immigration and Citizenship,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
409,Legal Malpractice,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
410,Litigation,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
411,"Health, Medicare and Disability",43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
412,Mesothelioma,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
413,Maritime Law,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
414,Patent and Intellectual Property,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
415,Product Liability,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
416,Securities Law,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
417,Sexual Harassment,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
418,Social Security Disability and Insurance,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
419,Traffic Tickets,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
420,Workers Compensation,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
421,Wage theft,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
422,Corporate Law,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
423,Corporate Law,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
424,Contracts and Legal documentation,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
425,Contracts and Legal documentation,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
426,Legal Secretary/ Assistant,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
427,Legal Secretary/ Assistant,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
428,Court Reporter,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
429,Paralegal service,43,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
430,Paralegal service,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
431,Daily Commute,6,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
432,Mini Bus,6,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
434,Senior Citizen rides,6,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
435,Student rides,6,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
436,Corporate Commute,6,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
437,Corporate Commute,6,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
438,Corporate Commute,6,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
439,Senior Citizen rides,6,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
440,Senior Citizen rides,6,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
441,Student rides,6,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
442,Student rides,6,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
443,Local tours,6,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
444,Local tours,6,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
445,Local tours,6,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
446,Carriage rides,6,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
447,Carriage rides,6,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
448,Carriage rides,6,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
449,Rickshaw rides,6,on_demand,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
450,Rickshaw rides,6,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
451,Rickshaw rides,6,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
452,Helicopter rides,6,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
453,Blimp rides,6,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
454,Hot Air Balloon rides,6,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
455,Boat rides,6,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
456,Speed Boat rides,6,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
457,Hovercraft rides,6,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
458,Shuttle service,6,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
459,Mediation and Arbitration,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
460,International Law,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
462,Tax Law,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
463,Public Interest Law,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
464,General Counsel,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
465,Trademark/ Copyright,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
466,Privacy and Data Security,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
467,Collections,43,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
468,Parent Counseling and Training,7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
469,Behavioral and Transitional training,7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
470,Behavioral and Transitional training,7,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
471,College Counseling,7,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
472,College Counseling,7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
473,Goal Management,7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
474,Goal Management,7,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
475,Academic Assessment,7,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
476,Academic Assessment,7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
477,Educational Planning,7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
478,Educational Planning,7,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
479,Homework help,7,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
480,Homework help,7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
481,Career Counseling and Training,7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
482,Career Counseling and Training,7,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
483,After School Tutoring,7,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
484,After School Care,7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
485,College Application help,7,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
486,College Application help,7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
487,College Tours,7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
488,Practice and Preparation Tests,7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
489,"Ability and Aptitude Assessment ",7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
490,Home Education service,7,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
491,Academic Tutoring,7,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
492,After School Care,7,home_service,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
493,Vocational Education,7,walk_in,active,2019-01-11 04:44:00.000,2019-01-11 04:44:00.000
